,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,song_title,artist,opinion
407,0.665,0.535,4,-7.056,0,0.0572,0.0786,1.68E-05,0.154,0.37,138.842,275253,4,PRIDE.,Kendrick Lamar,1
408,0.724,0.573,7,-4.113,1,0.0549,0.118,0,0.538,0.438,113.088,135920,4,Father Stretch My Hands Pt. 1,Kanye West,1
409,0.728,0.832,7,-6.827,1,0.267,0.327,0,0.504,0.825,95.051,172893,4,Rapp Snitch Knishes feat. Mr. Fantastik,MF DOOM,1
410,0.83,0.564,1,-7.822,1,0.235,0.177,0,0.128,0.107,85.042,129882,4,ORANGE SODA,Baby Keem,1
411,0.773,0.75,8,-4.009,0,0.117,0.109,0,0.174,0.783,123.426,220587,4,20 Min,Lil Uzi Vert,1
412,0.791,0.582,11,-7.323,0,0.286,0.0114,0,0.35,0.443,162.991,181812,4,Magnolia,Playboi Carti,1
413,0.376,0.718,7,-6.7,1,0.246,0.0996,0.00332,0.633,0.615,91.115,258587,4,One Beer,MF DOOM,1
414,0.439,0.808,1,-6.881,1,0.346,0.00305,0,0.439,0.487,82.962,207000,4,Good Life,Kanye West,1
415,0.508,0.921,5,-1.644,1,0.303,0.246,0,0.221,0.681,93.058,374413,4,No More Parties In LA,Kanye West,1
416,0.667,0.747,1,-7.059,1,0.189,0.337,0,0.115,0.918,86.917,203493,4,Homecoming,Kanye West,1
417,0.599,0.587,5,-5.919,1,0.0423,0.274,0,0.167,0.373,87.998,280787,4,Dark Fantasy,Kanye West,1
418,0.395,0.392,1,-8.034,1,0.0925,0.219,0.00173,0.134,0.103,155.856,301587,4,Wolves,Kanye West,1
419,0.674,0.752,11,-4.073,1,0.333,0.552,0,0.787,0.236,145.076,130293,4,Pt. 2,Kanye West,NA
420,0.748,0.705,4,-4.547,0,0.485,0.204,0,0.246,0.483,189.891,208733,4,ELEMENT.,Kendrick Lamar,1
421,0.449,0.813,8,-5.478,1,0.129,0.00142,0.000172,0.106,0.452,177.962,327787,4,Hell Of A Life,Kanye West,NA
422,0.704,0.792,2,-4.831,1,0.198,0.00981,0,0.365,0.646,118.022,322800,4,The New Workout Plan,Kanye West,NA
423,0.759,0.782,11,-6.975,0,0.0741,0.000589,0,0.35,0.507,131.04,352853,4,The Recipe - Bonus Track,Kendrick Lamar,NA
424,0.506,0.59,1,-4.322,1,0.076,0.165,1.09E-05,0.096,0.359,141.099,256093,4,New Slaves,Kanye West,1
425,0.587,0.611,6,-7.408,1,0.106,0.114,9.83E-05,0.0765,0.464,114.991,277907,4,Paranoid,Kanye West,NA
426,0.595,0.754,11,-5.827,0,0.181,0.0142,0,0.247,0.647,83.155,239880,4,We Don't Care,Kanye West,NA
427,0.754,0.631,7,-4.751,0,0.307,0.552,0,0.5,0.432,94.577,178213,4,Otis,JAY-Z,1
428,0.507,0.753,5,-5.31,0,0.19,0.503,0,0.573,0.657,178.068,324227,3,Spaceship,Kanye West,NA
429,0.473,0.727,8,-6.843,1,0.356,0.577,0,0.316,0.854,83.212,760973,4,Last Call,Kanye West,NA
430,0.637,0.834,3,-4.686,0,0.323,0.614,0,0.317,0.715,87.312,193733,4,Jesus Walks,Kanye West,1
431,0.744,0.524,1,-7.452,1,0.21,0.139,0,0.392,0.606,93.691,278893,4,Family Business,Kanye West,NA
432,0.884,0.657,6,-4.569,0,0.0977,0.00589,0,0.154,0.489,107.059,234693,4,King Kunta,Kendrick Lamar,1
433,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39E-05,0.0958,0.421,150.011,177000,4,HUMBLE.,Kendrick Lamar,NA
434,0.479,0.549,11,-10.551,0,0.373,0.57,0.0235,0.127,0.576,180.985,252187,4,"C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)",Wu-Tang Clan,NA
435,0.465,0.225,4,-12.637,0,0.0455,0.948,0.00155,0.18,0.207,57.75,256427,4,Congratulations (feat. Bilal),Mac Miller,NA
436,0.511,0.613,1,-6.371,1,0.321,0.0987,0,0.144,0.95,92.184,234147,4,Hoe Cakes,MF DOOM,1
437,0.706,0.716,7,-4.263,0,0.0768,0.115,0,0.316,0.459,136.904,252263,4,pick up the phone,Young Thug,1
438,0.725,0.725,8,-6.067,0,0.159,0.0119,0,0.086,0.515,140.003,192027,4,R.I.P.,Playboi Carti,1
439,0.657,0.668,2,-6.208,1,0.136,0.0273,0,0.32,0.227,162.997,206333,4,Fell In Luv (feat. Bryson Tiller),Playboi Carti,NA
440,0.716,0.531,7,-7.355,1,0.122,0.0703,0,0.224,0.344,71.994,386907,4,Money Trees,Kendrick Lamar,1
441,0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733,547733,4,Runaway,Kanye West,1
442,0.542,0.466,0,-8.665,1,0.0831,0.141,0.000445,0.125,0.124,191.385,243440,4,I Wonder,Kanye West,1
443,0.367,0.665,1,-2.821,1,0.0465,0.145,0,0.113,0.31,148.913,229147,4,Bound 2,Kanye West,1
444,0.622,0.46,7,-8.389,0,0.0372,0.14,0.000369,0.119,0.514,183.241,242341,4,Charcoal Baby,Blood Orange,1
445,0.482,0.788,7,-6.307,1,0.0432,0.115,0.00374,0.344,0.85,191.772,213798,4,Playground,Steve Lacy,1
446,0.573,0.473,8,-10.838,0,0.0269,0.0927,0.398,0.199,0.523,77.494,227653,4,On the Level,Mac DeMarco,1
447,0.863,0.625,8,-6.323,1,0.313,0.101,4.13E-06,0.166,0.456,83.98,111227,4,Binz,Solange,NA
448,0.81,0.353,6,-9.536,1,0.0437,0.0473,0.000104,0.082,0.731,124.991,175313,4,Morning Sex,Ralph Castelli,NA
449,0.461,0.331,3,-11.03,1,0.0359,0.613,0.00104,0.129,0.0899,102.488,215507,4,Baby Blue,King Krule,NA
450,0.816,0.255,6,-10.016,0,0.0416,0.775,0.00659,0.114,0.323,89.922,155528,4,Every Single Thing,HOMESHAKE,NA
451,0.535,0.209,6,-16.402,1,0.0257,0.668,0.14,0.129,0.515,137.889,136033,4,Warned You,Good Morning,NA
452,0.43,0.773,7,-5.002,1,0.0629,0.0264,0,0.348,0.504,111.238,270927,4,Chronic Sunshine,Cosmo Pyke,1
453,0.7,0.414,0,-10.864,1,0.0373,0.849,0.0606,0.107,0.444,60.479,406467,4,Hold On,The Internet,NA
454,0.645,0.786,1,-3.995,1,0.188,0.173,0,0.137,0.452,81.917,169822,4,Antidote,Orion Sun,NA
455,0.644,0.931,8,-5.343,0,0.0689,0.15,0.0547,0.386,0.911,174.881,109819,4,Basement Jack,Steve Lacy,1
456,0.373,0.609,0,-7,1,0.0316,0.108,0.000427,0.0755,0.354,179.955,270680,4,Yes I'm Changing,Tame Impala,NA
457,0.664,0.848,11,-4.51,0,0.0322,0.0245,0.000127,0.172,0.502,104.998,372867,4,Breathe Deeper,Tame Impala,NA
458,0.49,0.652,2,-5.813,1,0.0274,0.00196,6.24E-05,0.0991,0.339,90.085,192467,4,Cherry-coloured Funk,Cocteau Twins,NA
459,0.623,0.617,2,-9.317,1,0.0344,0.249,0.931,0.106,0.181,91.949,147940,4,Killer Whale,Boyscott,1
460,0.425,0.59,4,-8.646,1,0.0325,0.0384,0.602,0.0618,0.216,92.058,189984,4,Sleepwalk,Boyscott,1
461,0.567,0.591,0,-9.851,1,0.0311,0.453,0.675,0.17,0.294,125.005,230328,4,RIP Sophie Moore,Boyscott,1
462,0.613,0.541,2,-10.58,1,0.0272,0.0681,0.835,0.163,0.381,135.037,176000,4,Sinking Down,Boyscott,1
463,0.661,0.546,2,-8.425,1,0.0293,0.552,0.918,0.0971,0.476,125.159,222357,4,Lake House,Boyscott,1
464,0.644,0.415,4,-7.059,1,0.0351,0.788,0.358,0.0908,0.0671,110.122,239957,4,Sleepaway,Boyscott,1
465,0.577,0.722,4,-8.534,1,0.0274,0.298,0.178,0.15,0.569,137.015,183483,4,After Dark,Boyscott,1
466,0.584,0.759,2,-7.557,1,0.029,0.0597,0.762,0.0962,0.347,135.127,246966,4,Blonde Blood,Boyscott,1
467,0.689,0.738,4,-6.602,0,0.0521,0.0673,0.927,0.0834,0.584,100.143,194394,4,Marco Polo,Boyscott,1
468,0.568,0.57,4,-7.951,1,0.0373,0.00154,0.000391,0.159,0.438,129.886,181419,4,Hunk Beach,The Walters,NA
469,0.517,0.404,6,-11.463,0,0.0415,0.338,0.477,0.11,0.735,96.157,257088,4,Streems,The Symposium,NA
470,0.155,0.862,0,-5.317,1,0.0683,0.0361,0.000614,0.263,0.219,77.239,271547,4,Midnight Surf,The Velveteins,NA
471,0.318,0.736,11,-7.982,1,0.0456,0.0998,0.00534,0.14,0.364,200.051,272387,3,Hanging from the Ceiling,The Velveteins,NA
472,0.462,0.548,2,-8.539,1,0.0281,7.83E-05,0.0218,0.301,0.499,80.979,261000,4,Eternal Honeymoon,Balue,NA
473,0.711,0.638,1,-9.51,1,0.0298,0.164,6.56E-06,0.0875,0.495,120.051,256069,4,Chartreuse,Worn-Tin,NA
474,0.645,0.591,6,-10.262,1,0.0382,0.634,0.198,0.759,0.825,113.584,138250,4,Garden,Good Morning,NA
475,0.58,0.548,8,-9.427,1,0.0443,0.362,0.000941,0.0916,0.206,112.999,308945,4,The Reservoir,Small Forward,NA
476,0.564,0.426,8,-11.508,1,0.0279,0.000633,0.000161,0.0787,0.38,105.11,130868,4,I've Been Right & I've Been Wrong (Ben's Song),Hala,NA
477,0.456,0.523,4,-7.876,1,0.0254,0.0933,0.293,0.221,0.669,79.682,202504,4,Red River,The Symposium,NA
478,0.705,0.529,4,-6.585,1,0.029,0.0358,0.00338,0.42,0.931,110.207,237742,4,Sensitivity,Worn-Tin,NA
479,0.602,0.657,7,-6.754,1,0.027,0.0257,0.0464,0.275,0.626,120.507,284587,4,Rare Hearts,The Growlers,NA
480,0.578,0.756,5,-6.654,0,0.0285,0.018,0.00125,0.202,0.468,120.022,278250,4,Take Care,Animals in the Attic,NA
481,0.327,0.684,9,-6.69,1,0.0392,0.0414,0.000409,0.351,0.331,143.989,211893,4,Threw My Love Away,Okey Dokey,NA
482,0.359,0.607,11,-6.606,1,0.0359,0.135,0.0175,0.0616,0.647,154.876,329643,3,Waves,Worn-Tin,NA
483,0.598,0.607,3,-7.687,1,0.0264,0.29,0,0.0908,0.331,105.157,214531,4,Cycles,Worn-Tin,NA
484,0.569,0.476,9,-9.007,1,0.0638,0.228,9.88E-06,0.155,0.524,150.138,255965,4,Leslie,Worn-Tin,NA
485,0.638,0.569,4,-8.909,1,0.0244,0.156,7.41E-06,0.485,0.58,150.213,229600,4,Synthetic Sunshine,Worn-Tin,NA
486,0.402,0.514,1,-7.322,0,0.0471,0.106,0,0.181,0.2,120.009,251095,4,Virginia Beach,Drake,1
487,0.47,0.64,2,-7.779,1,0.32,0.0277,0,0.382,0.248,163.92,247444,4,First Person Shooter (feat. J. Cole),Drake,1
488,0.832,0.555,10,-7.766,0,0.116,0.0506,0,0.213,0.473,95.618,182998,4,What Would Pluto Do,Drake,1
489,0.715,0.567,1,-4.481,0,0.0865,0.06,0,0.0655,0.332,160.098,223174,4,TOPIA TWINS (feat. Rob49 & 21 Savage),Travis Scott,NA
490,0.734,0.649,8,-5.12,1,0.108,0.078,0.000664,0.137,0.239,132.038,188870,3,HVN ON EARTH (with Kodak Black),Lil Tecca,NA
491,0.538,0.669,1,-4.97,1,0.0518,0.00437,1.03E-05,0.43,0.0389,141.659,150402,4,Fighting My Demons,Ken Carson,NA
492,0.847,0.622,1,-6.747,0,0.0903,0.119,0,0.285,0.22,130.001,125040,4,fukumean,Gunna,1
493,0.472,0.551,5,-7.219,0,0.25,0.103,0,0.345,0.347,83.25,366593,4,SKITZO (feat. Young Thug),Travis Scott,NA
494,0.354,0.79,4,-6.758,0,0.329,0.291,0,0.309,0.652,74.179,374026,4,The Shoe Fits,Drake,NA
495,0.455,0.707,0,-5.765,1,0.179,0.155,0,0.132,0.393,114.47,160049,5,Red Button,Drake,NA
496,0.615,0.632,1,-8.539,1,0.292,0.108,0,0.129,0.194,150.126,275281,4,On The Radar Freestyle,Drake,NA
